popularity_name,tune_id,popularity_tunebooks,tunes_setting_id,tunes_name,tunes_type,tunes_meter,tunes_mode,tunes_abc,tunes_date,tunes_username,recordings_id,recordings_artist,recordings_recording,recordings_track,recordings_number,recordings_tune,aliases_name,aliases_alias
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,5452.0,Dave Swarbrick And Simon Nicol,In The Club,1.0,1.0,79th's Farewell,79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,3295.0,Dave Swarbrick And Simon Nicol,Live At The White Bear,7.0,1.0,"79th's Farewell To Gibraltar, The",79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,7209.0,Jimmy Shand,"The Beltona Recordings, Vol. 2",11.0,1.0,"79th Farewell To Gibraltar, The",79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,2344.0,Johnny Cunningham And Phil Cunningham,Against The Storm,3.0,1.0,79th's Farewell To Gibralter,79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,7235.0,kejafi,Coast,4.0,1.0,"79th's Farewell To Gibraltar, The",79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,5142.0,Luke Daniels,Tribute To William Hannah,3.0,2.0,"79th's Farewell To Gibraltar, The",79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,2458.0,Patti O'Doors,The World Turned Upside Down,7.0,1.0,"79th Highlanders' Farewell To Gibraltar, The",79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,4673.0,Trebushet,Scottish Fame,13.0,1.0,79th's Farewell To Gibraltar,79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,6761.0,Various Artists,From The Highlands - The Best Of Scottish Pipes & Drums,31.0,2.0,79th's Farewell To Gibraltar,79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,3591.0,Various Artists,Melodeon Greats: A Collection Of Melodeon Masterpieces,12.0,1.0,"79th Highlanders March, The",79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
79th's Farewell To Gibraltar,5318,106.0,39905,79th's Farewell To Gibraltar,march,4/4,Amajor,"[M:2/4]c/d/|e>f ec|A>B Aa|fe/c/ e/f/a/e/|cB Bc/d/|
e>f ec|A>B Aa|fe/c/ e/f/a/e/|cA A:|
a|fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|fB Ba|
fe/c/ e/f/a/e/|f/a/e/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/B/|A>B ca|fe/c/ Bc/B/|A/B/c/d/ e/f/e/c/|fB Bc/B/|
A>B ca|fe/c/ Ba|fe/c/ e/f/a/e/|cA A:|
c/d/|e>f ec|e2 ea|f>e fa|fe/d/ ca|
fe/d/ cB/A/|B/A/B/c/ ea|fe/c/ e/f/a/e/|cA A:|",2020-12-21 17:43:59,DonaldK,7434.0,Various Artists,Taisce Luachmhar (Valuable Treasure) — The Fiddle Album,23.0,2.0,"79th's Farewell To Gibraltar, The",79th's Farewell To Gibraltar,"['79th Highlanders March, The', ""79th Highlanders' Farewell To Gibraltar, The"", ""79th Highlanders' March, The"", ""79th's Farewell"", ""79th's Farewell To Gibraltar"", ""79th's Farewell To Gibraltar, The"", 'Farewell To Gibraltar', 'Farewell To Gibralter', ""March For The 79th's Farewell To Gibraltar"", ""March For The 79th's Farewell To Gibralter""]"
,19648,,38794,9 Years Later,jig,6/8,Fmajor,"|:AAA AGA|FFF ABc|fag- gfd|dcA cde|fff fec|
dcA cde|1 fAc fag-|gfd dcB:|2 fca gf(e|ee)A cde||
|:fff fec|dfg aba-|afc bag-|gfa ecB|A-Af- fec|
[1 ddd cde|fca gf(e|ee)A cde:|2 ddd dcB|A-Ad- dcA|G-G(c cc)B||",2020-08-18 15:24:40,SCRFiddle,7055.0,Eadaoin,9 Years,1.0,2.0,9 Years Later,,
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,6542.0,Angus MacColl & Gordon Duncan,The Piping Centre 1996 Recital Series - Volume 4,10.0,2.0,"93rd At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,5193.0,Anita MacDonald,Stepping Stone,3.0,1.0,"91st At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,6863.0,Calum Pasqua & Susie Petrov,In Conversation,9.0,1.0,"91st At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,1905.0,Duncan Chisholm,The Door Of Saints,8.0,1.0,"91st At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,6543.0,Jack Lee,The Piping Centre 1996 Recital Series - Volume 1,3.0,1.0,"93rd At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,6569.0,John Patrick & Stuart Liddell,The Piping Centre 1997 Recital Series - Volume 2,1.0,1.0,"91st Brigade At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,3509.0,Kathleen Collins,My Book Of Songs,6.0,1.0,"91st At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
"91st At Modder River, The",8114,42.0,8114,"91st At Modder River, The",march,4/4,Bminor,"|:f2|B2 B<c B2 c<e|f2 a<e f2 e<c|A2 A<B A2 c<e|f2 a<e c2 B<^A|
B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f4 f2 a2|f>ec<e f2 e>c|A>AA<B A2 c<e|f<aAa c2 B>A|
[1 f4 f>^g a2|f>ec<e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B>BB<c B2 c<e|f>^ga>e f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2||
|:c<f|B2 B<c f>Bc<e|f>B (3BBB f2 e>c|A>AA<c e>Ac<e|f>^gaA f2 e<c|
B>BB<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2:|
|:c<e|f2 f<a f>ec<e|f>a^g<a f2 e>c|(3AAA A<c e>Ac<e|f<aA<a f2 e>c|
[1 f>ef<a f>ec<e|f>a^g<a f2 e>c|B>^AB<c B<fe>c|c2 B>^A B2:|
[2 B2 B<c f<Bc>e|f<BB>c f2 e>c|B>^AB<c B<fe>c|c2 B2 B2||",2008-01-04 13:57:14,ceolachan,2832.0,Rebecca Lomnicky,The Call,9.0,1.0,"91st At Modder River, The","91st At Modder River, The","['91st At Modder River, The', '93rd Argylls At Modder River', '93rd Argylls At Modder River, The', '93rd At Modder River', '93rd At Modder River, The', 'Ninety-First At Modder River', 'Ninety-First At Modder River, The']"
